date,store_nbr,family,sales,onpromotion,item_count,perishable_share,city,state,type,cluster,transactions,dcoilwtico,holiday,national_holiday,holiday_event_count,national_event_count,year,month,day,day_of_week,week_of_year,day_name,is_weekend,city_code,state_code,store_type_code,day_name_code,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_28,rolling_std_28,predicted_sales
2017-05-18,1,BEVERAGES,2154.0,26,332,0.0,Quito,Pichincha,D,13,1662.0,49.36,0,0,0,0,2017,5,18,3,20,Thursday,0,0,0,0,4,2374.0,1701.0,2454.0,1948.0,2085.8571428571427,595.679284115049,2096.0714285714284,549.4028176520017,2097.3571428571427,618.1577896541082,2068.779063938046
2017-05-19,1,BEVERAGES,2743.0,30,354,0.0,Quito,Pichincha,D,13,1897.0,50.32,0,0,0,0,2017,5,19,4,20,Friday,0,0,0,0,0,2154.0,2472.0,2243.0,2600.0,2150.5714285714284,570.9955800012465,2074.6428571428573,540.1409512828571,2104.714285714286,617.5399136683757,2325.2925985976276
2017-05-20,1,BEVERAGES,2379.0,28,352,0.0,Quito,Pichincha,D,13,1284.0,50.48333333333333,0,0,0,0,2017,5,20,5,20,Saturday,1,0,0,0,2,2743.0,2498.0,2735.0,2785.0,2189.285714285714,604.6182581557105,2110.3571428571427,567.9436059684466,2109.8214285714284,622.3602061430953,2454.4831484616816
2017-05-21,1,BEVERAGES,974.0,23,244,0.0,Quito,Pichincha,D,13,495.0,50.64666666666667,0,0,0,0,2017,5,21,6,20,Sunday,1,0,0,0,3,2379.0,883.0,1019.0,1047.0,2172.285714285714,596.1044970712591,2084.9285714285716,545.345122099579,2095.3214285714284,610.6667305659493,1129.0810747564353
2017-05-22,1,BEVERAGES,2620.0,25,350,0.0,Quito,Pichincha,D,13,1758.0,50.81,0,0,0,0,2017,5,22,0,21,Monday,0,0,0,0,1,974.0,2280.0,2317.0,2419.0,2185.285714285714,563.3961644307186,2081.714285714286,552.2005528333461,2092.714285714286,615.4452683276378,2157.433144462543
2017-05-23,1,BEVERAGES,2365.0,25,333,0.0,Quito,Pichincha,D,13,1701.0,51.12,0,0,0,0,2017,5,23,1,21,Tuesday,0,0,0,0,5,2620.0,2393.0,1943.0,2083.0,2233.8571428571427,587.0807521319502,2103.3571428571427,567.8478408250513,2099.8928571428573,620.5431515294104,2208.403221641795
2017-05-24,1,BEVERAGES,2611.0,26,341,0.0,Quito,Pichincha,D,13,1844.0,50.99,0,0,0,0,2017,5,24,2,21,Wednesday,0,0,0,0,6,2365.0,2374.0,2033.0,2608.0,2229.8571428571427,585.9099557017983,2133.5,569.8776859318843,2109.964285714286,622.5440327810737,2253.369217160793
2017-05-25,1,BEVERAGES,2229.0,27,339,0.0,Quito,Pichincha,D,13,1663.0,48.57,0,0,0,0,2017,5,25,3,21,Thursday,0,0,0,0,4,2611.0,2154.0,1701.0,2022.0,2263.714285714286,602.2473783769519,2174.785714285714,582.8266899769202,2110.0714285714284,622.6331735324328,2069.9150941980065
2017-05-26,1,BEVERAGES,1100.0,21,221,0.0,Quito,Pichincha,D,13,580.0,49.58,1,1,1,1,2017,5,26,4,21,Friday,0,0,0,0,0,2229.0,2743.0,2472.0,2235.0,2274.4285714285716,600.6351796620189,2212.5,566.6693174900313,2117.464285714286,622.7776181272185,1370.4672588368626
2017-05-27,1,BEVERAGES,2270.0,30,335,0.0,Quito,Pichincha,D,13,1116.0,49.5925,0,0,0,0,2017,5,27,5,21,Saturday,1,0,0,0,2,1100.0,2379.0,2498.0,2156.0,2039.7142857142858,699.8408662655005,2114.5,633.0842391389605,2076.9285714285716,651.1361539688077,1928.2506356713452
2017-05-28,1,BEVERAGES,1110.0,24,246,0.0,Quito,Pichincha,D,13,512.0,49.605,0,0,0,0,2017,5,28,6,21,Sunday,1,0,0,0,3,2270.0,974.0,883.0,995.0,2024.142857142857,692.2045527567346,2098.214285714286,625.3453419537874,2081.0,652.0047148204895,1091.551042128365
2017-05-29,1,BEVERAGES,2407.0,32,342,0.0,Quito,Pichincha,D,13,1750.0,49.6175,0,0,0,0,2017,5,29,0,22,Monday,0,0,0,0,1,1110.0,2620.0,2280.0,825.0,2043.5714285714287,658.9256045874681,2114.4285714285716,593.5473170543526,2085.1071428571427,645.2374434776768,2049.578934454273
2017-05-30,1,BEVERAGES,1937.0,31,323,0.0,Quito,Pichincha,D,13,1770.0,49.63,0,0,0,0,2017,5,30,1,22,Tuesday,0,0,0,0,5,2407.0,2365.0,2393.0,3179.0,2013.142857142857,632.2482182844154,2123.5,597.2315296432386,2141.6071428571427,598.3715146768933,2299.1518701747445
2017-05-31,1,BEVERAGES,2554.0,31,346,0.0,Quito,Pichincha,D,13,1878.0,48.29,0,0,0,0,2017,5,31,2,22,Wednesday,0,0,0,0,6,1937.0,2611.0,2374.0,2479.0,1952.0,612.9507864964978,2090.9285714285716,593.8279295301902,2097.25,563.6487364912192,2205.5398579876946
2017-06-01,1,BEVERAGES,2250.0,9,328,0.0,Quito,Pichincha,D,13,1815.0,48.32,0,0,0,0,2017,6,1,3,22,Thursday,0,0,0,0,4,2554.0,2229.0,2154.0,2454.0,1943.857142857143,603.0354960728416,2103.785714285714,602.316193293273,2099.9285714285716,565.7045380219467,2260.974366415027
2017-06-02,1,BEVERAGES,2752.0,27,347,0.0,Quito,Pichincha,D,13,1925.0,47.68,0,0,0,0,2017,6,2,4,22,Friday,0,0,0,0,0,2250.0,1100.0,2743.0,2243.0,1946.857142857143,604.7402827030941,2110.6428571428573,603.4771816657292,2092.6428571428573,562.2788430614272,2303.8115864941115
2017-06-03,1,BEVERAGES,2718.0,24,347,0.0,Quito,Pichincha,D,13,1420.0,47.586666666666666,0,0,0,0,2017,6,3,5,22,Saturday,1,0,0,0,2,2752.0,2270.0,2379.0,2735.0,2182.8571428571427,537.8167062520621,2111.285714285714,604.2069727618746,2110.8214285714284,575.3950046495548,2481.7447628026534
2017-06-04,1,BEVERAGES,1142.0,17,245,0.0,Quito,Pichincha,D,13,525.0,47.49333333333333,0,0,0,0,2017,6,4,6,22,Sunday,1,0,0,0,3,2718.0,1110.0,974.0,1019.0,2246.8571428571427,575.2670187462078,2135.5,622.2837282635159,2110.214285714286,574.7205670225575,1273.4277307343345
2017-06-05,1,BEVERAGES,2616.0,20,356,0.0,Quito,Pichincha,D,13,1883.0,47.4,0,0,0,0,2017,6,5,0,23,Monday,0,0,0,0,1,1142.0,2407.0,2620.0,2317.0,2251.4285714285716,564.7583132464357,2147.5,599.3602679267566,2114.6071428571427,566.4820182354661,2381.5373845601457
2017-06-06,1,BEVERAGES,2625.0,24,347,0.0,Quito,Pichincha,D,13,1816.0,48.13,0,0,0,0,2017,6,6,1,23,Tuesday,0,0,0,0,5,2616.0,1937.0,2365.0,1943.0,2281.285714285714,579.6811520959128,2147.214285714286,599.118606283937,2125.285714285714,573.2167101763492,2359.3547842213657
2017-06-07,1,BEVERAGES,2651.0,26,343,0.0,Quito,Pichincha,D,13,1889.0,45.8,0,0,0,0,2017,6,7,2,23,Wednesday,0,0,0,0,6,2625.0,2554.0,2611.0,2033.0,2379.5714285714284,569.8198127896443,2165.785714285714,610.3139392112942,2149.6428571428573,579.6379594377547,2439.2191362942654
2017-06-08,1,BEVERAGES,2159.0,22,330,0.0,Quito,Pichincha,D,13,1694.0,45.68,0,0,0,0,2017,6,8,3,23,Thursday,0,0,0,0,4,2651.0,2250.0,2229.0,1701.0,2393.4285714285716,575.915461719535,2168.6428571428573,612.6476722633272,2171.714285714286,586.7543404906829,2175.0308447396555
2017-06-09,1,BEVERAGES,2532.0,23,346,0.0,Quito,Pichincha,D,13,1886.0,45.82,0,0,0,0,2017,6,9,4,23,Friday,0,0,0,0,0,2159.0,2752.0,1100.0,2472.0,2380.4285714285716,580.6998241038926,2163.6428571428573,612.4027843908559,2188.0714285714284,579.4849519390558,2190.464991154645
2017-06-10,1,BEVERAGES,2692.0,23,339,0.0,Quito,Pichincha,D,13,1362.0,45.91333333333333,0,0,0,0,2017,6,10,5,23,Saturday,1,0,0,0,2,2532.0,2718.0,2270.0,2498.0,2349.0,562.919177147134,2265.9285714285716,535.8932821841611,2190.214285714286,580.6834643024424,2417.1343688994148
2017-06-11,1,BEVERAGES,1272.0,23,256,0.0,Quito,Pichincha,D,13,585.0,46.00666666666667,0,0,0,0,2017,6,11,6,23,Sunday,1,0,0,0,3,2692.0,1142.0,1110.0,883.0,2345.285714285714,560.1576308759686,2296.0714285714284,547.8742787124874,2197.1428571428573,585.6282295795035,1329.4177195994794
2017-06-12,1,BEVERAGES,2335.0,24,310,0.0,Quito,Pichincha,D,13,1711.0,46.1,0,0,0,0,2017,6,12,0,24,Monday,0,0,0,0,1,1272.0,2616.0,2407.0,2280.0,2363.8571428571427,513.856474310174,2307.6428571428573,521.9964054021352,2211.035714285714,557.2234396004999,2201.997587801154
2017-06-13,1,BEVERAGES,2579.0,21,338,0.0,Quito,Pichincha,D,13,1766.0,46.41,0,0,0,0,2017,6,13,1,24,Tuesday,0,0,0,0,5,2335.0,2625.0,1937.0,2393.0,2323.714285714286,501.70831973891427,2302.5,521.2964238688622,2213.0,557.5723836085888,2270.8522014938762
2017-06-14,1,BEVERAGES,2707.0,25,337,0.0,Quito,Pichincha,D,13,1832.0,44.79,0,0,0,0,2017,6,14,2,24,Wednesday,0,0,0,0,6,2579.0,2651.0,2554.0,2374.0,2317.1428571428573,497.3869816589655,2348.3571428571427,514.8690060652286,2219.6428571428573,560.8944057409868,2387.0496619875944
2017-06-15,1,BEVERAGES,2137.0,22,312,0.0,Quito,Pichincha,D,13,1776.0,44.47,0,0,0,0,2017,6,15,3,24,Thursday,0,0,0,0,4,2707.0,2159.0,2250.0,2154.0,2325.1428571428573,504.05734745544186,2359.285714285714,521.1551413146419,2231.535714285714,567.7766568031681,2217.103409313442
2017-06-16,1,BEVERAGES,2532.0,17,331,0.0,Quito,Pichincha,D,13,1946.0,44.73,0,0,0,0,2017,6,16,4,24,Friday,0,0,0,0,0,2137.0,2532.0,2752.0,2743.0,2322.0,505.33289357941055,2351.214285714286,523.8460106339896,2230.9285714285716,567.8717205542915,2429.6135720460416
2017-06-17,1,BEVERAGES,2738.0,19,337,0.0,Quito,Pichincha,D,13,1388.0,44.56666666666666,0,0,0,0,2017,6,17,5,24,Saturday,1,0,0,0,2,2532.0,2692.0,2718.0,2379.0,2322.0,505.33289357941055,2335.5,514.1077034719805,2223.3928571428573,562.1964424888246,2442.2049862810863
2017-06-18,1,BEVERAGES,1005.0,10,231,0.0,Quito,Pichincha,D,13,577.0,44.403333333333336,0,0,0,0,2017,6,18,6,24,Sunday,1,0,0,0,3,2738.0,1272.0,1142.0,974.0,2328.5714285714284,511.2112600295096,2336.9285714285716,515.2787840331954,2236.214285714286,569.917301157572,1272.3247889549964
2017-06-19,1,BEVERAGES,2495.0,16,344,0.0,Quito,Pichincha,D,13,1747.0,44.24,0,0,0,0,2017,6,19,0,25,Monday,0,0,0,0,1,1005.0,2335.0,2616.0,2620.0,2290.4285714285716,604.6122330725365,2327.1428571428573,540.4056677296129,2237.3214285714284,567.3990073994526,2238.406284211334
2017-06-20,1,BEVERAGES,2977.0,17,321,0.0,Quito,Pichincha,D,13,1778.0,43.34,0,0,0,0,2017,6,20,1,25,Tuesday,0,0,0,0,5,2495.0,2579.0,2625.0,2365.0,2313.285714285714,609.5820191698938,2318.5,536.383150942857,2232.8571428571427,564.7622058940821,2375.0652078925755
2017-06-21,1,BEVERAGES,2583.0,34,317,0.0,Quito,Pichincha,D,13,1841.0,42.48,0,0,0,0,2017,6,21,2,25,Wednesday,0,0,0,0,6,2977.0,2707.0,2651.0,2611.0,2370.1428571428573,655.3402242528805,2343.6428571428573,559.6028271692587,2254.714285714286,581.6557373785607,2485.7253249002247
2017-06-22,1,BEVERAGES,1824.0,21,306,0.0,Quito,Pichincha,D,13,1739.0,42.53,0,0,0,0,2017,6,22,3,25,Thursday,0,0,0,0,4,2583.0,2137.0,2159.0,2229.0,2352.4285714285716,646.3311476178127,2338.785714285714,557.0190134265476,2253.714285714286,581.0442615347254,2156.668188790621
2017-06-23,1,BEVERAGES,2395.0,24,320,0.0,Quito,Pichincha,D,13,1843.0,42.86,1,0,1,0,2017,6,23,4,25,Friday,0,0,0,0,0,1824.0,2532.0,2532.0,1100.0,2307.714285714286,673.9554174883613,2314.8571428571427,572.3217031252046,2239.25,586.6957458070993,2119.5176964615607
2017-06-24,1,BEVERAGES,2674.0,25,336,0.0,Quito,Pichincha,D,13,1299.0,42.986666666666665,0,0,0,0,2017,6,24,5,25,Saturday,1,0,0,0,2,2395.0,2738.0,2692.0,2270.0,2288.1428571428573,668.3223844252235,2305.0714285714284,569.4875516010638,2285.5,542.9751716580028,2331.50055598757
2017-06-25,1,BEVERAGES,1070.0,20,232,0.0,Quito,Pichincha,D,13,517.0,43.11333333333334,1,0,3,0,2017,6,25,6,25,Sunday,1,0,0,0,3,2674.0,1005.0,1272.0,1110.0,2279.0,661.545916773739,2303.785714285714,568.5663723614182,2299.9285714285716,547.8935371423254,1240.7680592380977
2017-06-26,1,BEVERAGES,2242.0,25,331,0.0,Quito,Pichincha,D,13,1752.0,43.24,0,0,0,0,2017,6,26,0,26,Monday,0,0,0,0,1,1070.0,2495.0,2335.0,2407.0,2288.285714285714,640.81451145807,2289.3571428571427,598.5373977317704,2298.5,551.1535041938732,2135.7632692269785
2017-06-27,1,BEVERAGES,2101.0,25,316,0.0,Quito,Pichincha,D,13,1764.0,44.25,0,0,0,0,2017,6,27,1,26,Tuesday,0,0,0,0,5,2242.0,2977.0,2579.0,1937.0,2252.1428571428573,634.314177825534,2282.714285714286,598.5079433405718,2292.6071428571427,550.8324568347857,2244.28483273228
2017-06-28,1,BEVERAGES,2203.0,26,322,0.0,Quito,Pichincha,D,13,1906.0,44.74,0,0,0,0,2017,6,28,2,26,Wednesday,0,0,0,0,6,2101.0,2583.0,2707.0,2554.0,2127.0,548.0158148569631,2248.5714285714284,593.9222578348543,2298.464285714286,547.7745874693799,2231.738077664298
2017-06-29,1,BEVERAGES,2128.0,26,307,0.0,Quito,Pichincha,D,13,1645.0,44.88,0,0,0,0,2017,6,29,3,26,Thursday,0,0,0,0,4,2203.0,1824.0,2137.0,2250.0,2072.714285714286,513.0203746070061,2212.5714285714284,579.0870419874761,2285.9285714285716,545.7225538862274,1859.0931568970661
2017-06-30,1,BEVERAGES,2496.0,30,323,0.0,Quito,Pichincha,D,13,1852.0,46.02,0,0,0,0,2017,6,30,4,26,Friday,0,0,0,0,0,2128.0,2395.0,2532.0,2752.0,2116.1428571428573,501.1877321494918,2211.9285714285716,579.1823765229118,2281.5714285714284,546.5065096404302,2183.711208022197
2017-07-01,1,BEVERAGES,2596.0,27,331,0.0,Quito,Pichincha,D,13,1362.0,45.838,0,0,0,0,2017,7,1,5,26,Saturday,1,0,0,0,2,2496.0,2674.0,2738.0,2718.0,2130.5714285714284,511.89317151885007,2209.3571428571427,577.7301216022894,2272.4285714285716,540.4527888088074,2417.147160001332
2017-07-02,1,BEVERAGES,1135.0,25,244,0.0,Quito,Pichincha,D,13,542.0,45.656,0,0,0,0,2017,7,2,6,26,Sunday,1,0,0,0,3,2596.0,1070.0,1005.0,1142.0,2119.4285714285716,498.773113797874,2199.214285714286,568.9143748703038,2268.0714285714284,537.2095893197954,1195.938420555606
2017-07-03,1,BEVERAGES,2526.0,27,328,0.0,Quito,Pichincha,D,13,1890.0,45.474,1,0,2,0,2017,7,3,0,27,Monday,0,0,0,0,1,1135.0,2242.0,2495.0,2616.0,2128.714285714286,476.0678222990704,2208.5,548.6222954610264,2267.8214285714284,537.7543879374972,2270.6476094109235
2017-07-04,1,BEVERAGES,2284.0,27,323,0.0,Quito,Pichincha,D,13,1803.0,45.292,0,0,0,0,2017,7,4,1,27,Tuesday,0,0,0,0,5,2526.0,2101.0,2977.0,2625.0,2169.285714285714,498.8859970927683,2210.714285714286,549.9285867723673,2264.6071428571427,535.8618077304328,2396.372926554903
2017-07-05,1,BEVERAGES,2691.0,42,328,0.0,Quito,Pichincha,D,13,1913.0,45.11,0,0,0,0,2017,7,5,2,27,Wednesday,0,0,0,0,6,2284.0,2203.0,2583.0,2651.0,2195.4285714285716,499.5057080564343,2161.214285714286,505.0020835557087,2252.4285714285716,531.2226588046801,2325.3283974925776
2017-07-06,1,BEVERAGES,2284.0,39,310,0.0,Quito,Pichincha,D,13,1698.0,45.52,0,0,0,0,2017,7,6,3,27,Thursday,0,0,0,0,4,2691.0,2128.0,1824.0,2159.0,2265.1428571428573,533.6273445553084,2168.9285714285716,512.7069134709242,2253.8571428571427,532.386709512558,2086.7928573925774
2017-07-07,1,BEVERAGES,2574.0,41,337,0.0,Quito,Pichincha,D,13,1843.0,44.25,0,0,0,0,2017,7,7,4,27,Friday,0,0,0,0,0,2284.0,2496.0,2395.0,2532.0,2287.4285714285716,530.1917442909618,2201.785714285714,503.55966395734856,2258.3214285714284,532.0858364038529,2329.1670254580176
2017-07-08,1,BEVERAGES,2351.0,38,324,0.0,Quito,Pichincha,D,13,1366.0,44.3,0,0,0,0,2017,7,8,5,27,Saturday,1,0,0,0,2,2574.0,2596.0,2674.0,2692.0,2298.5714285714284,536.0926092703503,2214.5714285714284,511.05948988136873,2259.8214285714284,532.9444452717677,2432.160783806833
2017-07-09,1,BEVERAGES,1181.0,35,239,0.0,Quito,Pichincha,D,13,579.0,44.35,0,0,0,0,2017,7,9,6,27,Sunday,1,0,0,0,3,2351.0,1135.0,1070.0,1272.0,2263.5714285714284,521.2295902136531,2191.5,495.78605032040815,2247.6428571428573,526.560693577829,1219.8088800843084
2017-07-10,1,BEVERAGES,2338.0,38,332,0.0,Quito,Pichincha,D,13,1814.0,44.4,0,0,0,0,2017,7,10,0,28,Monday,0,0,0,0,1,1181.0,2526.0,2242.0,2335.0,2270.1428571428573,504.65612997744955,2199.4285714285716,477.00325983174633,2244.3928571428573,533.0464047123102,2219.041983152933
2017-07-11,1,BEVERAGES,2372.0,36,322,0.0,Quito,Pichincha,D,13,1760.0,45.06,0,0,0,0,2017,7,11,1,28,Tuesday,0,0,0,0,5,2338.0,2284.0,2101.0,2579.0,2243.285714285714,493.6529530907773,2206.285714285714,478.3504393822018,2244.5,533.0655925173996,2226.4353094725857
2017-07-12,1,BEVERAGES,2460.0,45,327,0.0,Quito,Pichincha,D,13,1970.0,45.48,0,0,0,0,2017,7,12,2,28,Wednesday,0,0,0,0,6,2372.0,2691.0,2203.0,2707.0,2255.8571428571427,495.97763006391386,2225.6428571428573,479.2445348418976,2237.1071428571427,529.6793816588463,2379.4829558938363
2017-07-13,1,BEVERAGES,2115.0,34,316,0.0,Quito,Pichincha,D,13,1679.0,46.06,0,0,0,0,2017,7,13,3,28,Thursday,0,0,0,0,4,2460.0,2284.0,2128.0,2137.0,2222.8571428571427,469.15968446128954,2244.0,483.216148482073,2228.285714285714,523.5855625108866,2084.185758248436
2017-07-14,1,BEVERAGES,2529.0,40,334,0.0,Quito,Pichincha,D,13,1867.0,46.53,0,0,0,0,2017,7,14,4,28,Friday,0,0,0,0,0,2115.0,2574.0,2496.0,2532.0,2198.714285714286,469.8367497637651,2243.0714285714284,483.46863143581527,2227.5,523.7441063046812,2305.579490520121
2017-07-15,1,BEVERAGES,2183.0,38,318,0.0,Quito,Pichincha,D,13,1338.0,46.36,0,0,0,0,2017,7,15,5,28,Saturday,1,0,0,0,2,2529.0,2351.0,2596.0,2738.0,2192.285714285714,464.119134951985,2245.4285714285716,484.87503771364106,2227.3928571428573,523.6798102378914,2335.3327367456773
2017-07-16,1,BEVERAGES,1079.0,34,223,0.0,Quito,Pichincha,D,13,518.0,46.190000000000005,0,0,0,0,2017,7,16,6,28,Sunday,1,0,0,0,3,2183.0,1181.0,1135.0,1005.0,2168.285714285714,458.85789894975005,2215.9285714285716,474.3548597485173,2207.5714285714284,514.0523412297719,1093.707682405001
2017-07-17,1,BEVERAGES,2381.0,39,302,0.0,Quito,Pichincha,D,13,1739.0,46.02,0,0,0,0,2017,7,17,0,29,Monday,0,0,0,0,1,1079.0,2338.0,2526.0,2495.0,2153.714285714286,495.58507990917076,2211.9285714285716,484.30274452211285,2210.214285714286,507.7927805084552,2126.2456299068185
2017-07-18,1,BEVERAGES,2589.0,42,311,0.0,Quito,Pichincha,D,13,1733.0,46.4,0,0,0,0,2017,7,18,1,29,Tuesday,0,0,0,0,5,2381.0,2372.0,2284.0,2977.0,2159.8571428571427,498.5079165441112,2201.5714285714284,478.5861733008255,2206.1428571428573,505.8782399459319,2256.818410903146
2017-07-19,1,BEVERAGES,2369.0,34,317,0.0,Quito,Pichincha,D,13,1797.0,47.1,0,0,0,0,2017,7,19,2,29,Wednesday,0,0,0,0,6,2589.0,2460.0,2691.0,2583.0,2190.8571428571427,520.1751078792125,2223.3571428571427,489.4457787433383,2192.285714285714,489.0136601244999,2326.0369818560093
2017-07-20,1,BEVERAGES,2006.0,32,294,0.0,Quito,Pichincha,D,13,1774.0,46.73,0,0,0,0,2017,7,20,3,29,Thursday,0,0,0,0,4,2369.0,2115.0,2284.0,1824.0,2177.8571428571427,513.4210191033773,2200.3571428571427,473.071730964095,2184.6428571428573,484.33086443400066,2067.0536893069866
2017-07-21,1,BEVERAGES,2859.0,30,310,0.0,Quito,Pichincha,D,13,1878.0,45.78,0,0,0,0,2017,7,21,4,29,Friday,0,0,0,0,0,2006.0,2529.0,2574.0,2395.0,2162.285714285714,517.2835180974218,2180.5,475.1208348328982,2191.1428571428573,480.51783134800144,2236.857309813286
